bookId,title,genres
370,Bio-Mechanical,Action|Comedy
371,bio fluid mechanics,Comedy|Drama
372,"Smart system Engineering: Infra-structure Systems Engineering, Bio-informatics and Computational Biology and Evolutionary Computation",Comedy|Drama|Romance
373,Bio-Mechanical (Irons and Works Book 4),Thriller
374,IUTAM Symposium on Synthesis in Bio Solid Mechanics (Solid Mechanics and Its Applications),Children|Comedy
376,Advances in bio-mechanical systems and materials,Action|Thriller
377,"Personal Protective Equipment for Chemical, Biological, and Radiological Hazards: Design, Evaluation, and Selection",Action|Romance|Thriller
378,Detection of Nuclear and Radiological Weapons,Comedy|Romance
379,Nuclear Weapons Effects - Radiological Scientific Officers Hanbook,Action|Sci-Fi|Thriller
380,X-ray equipment maintenance and repairs workbook for radiographers and radiological technologists,Action|Adventure|Comedy|Romance|Thriller
381,Medical management of radiological casualties. Handbook,Drama|Romance
382,Highway engineering handbook: building and rehabilitating the infrastructure,Drama|Horror|Romance|Thriller
383,"Bridge Engineering: Rehabilitation, and Maintenance of Modern Highway Bridges",Western
384,"Case studies of rehabilitation, repair, retrofitting, and strengthening of structures",Action|Crime|Drama
385,Advanced Dam Engineering For Design Construction And Rehabilitation  ,Drama
386,"Advanced Dam Engineering for Design, Construction, and Rehabilitation",Drama
387,"Bridge decks : design, construction, rehabilitation, replacement",Action|Comedy
388,Advances in Structural Engineering and Rehabilitation: Select Proceedings of TRACE 2018,Drama
389,Seismic rehabilitation of existing buildings,Drama|Romance|War
390,"Repair and rehabilitation of reinforced concrete structures : the state of the art : proceedings of the international seminar, workshop and exhibition, Maracaibo, Venezuela, April 28-May 1, 1997",Action|Crime|Drama
391,An Introduction to Rehabilitation Engineering,Crime|Drama
393,"Road pavement material characterization and rehabilitation : selected papers from the 2009 GeoHunan International Conference, August 3-6, 2009, Changsha, Hunan, China",Action|Adventure|Fantasy
405,"New technologies in construction and rehabilitation of Portland cement concrete pavement and bridge deck pavement : selected papers from the 2009 GeoHunan International Conference, August 3-6, 2009, Changsha, Hunan, China",Action|Fantasy
406,"Geotechnical Engineering for Disaster Mitigation and Rehabilitation: Proceedings of the 2nd International Conference GEDMAR08, Nanjing,China",Drama
407,Rehabilitation engineering applied to mobility and manipulation / Rory A. Cooper,Horror|Thriller
408,Highway engineering handbook : building and rehabilitating the infrastructure,Drama
409,Manhole Inspection and Rehabilitation,Crime|Drama
410,"Pipelines 2017: Construction and rehabilitation: proceedings of sessions of the Pipelines 2017 Conference, August 6-9, 2017, Phoenix, Arizona",Children|Comedy|Fantasy
412,Manhole Inspection and Rehabilitation,Drama
413,Introduction to Neural Engineering for Motor Rehabilitation,Comedy
414,"Bridge Engineering: Rehabilitation, and Maintenance of Modern Highway Bridges",Comedy
415,Principles of Geotechnical Engineering,Comedy|Thriller
416,Engineering Geology,Western
417,Civil engineering hydraulics: essential theory with worked examples,Comedy|Romance
418,"Geotechnical Engineering: Soil and Foundation Principles and Practice, 5th Ed.",Drama
419,Geotechnical Investigation Methods: A Field Guide for Geotechnical Engineers,Comedy
420,Soil Mechanics in Engineering Practice,Action|Comedy|Crime|Thriller
421,Water Chemistry: An Introduction to the Chemistry of Natural and Engineered Aquatic Systems  ,Adventure|Children|Drama
422,"3D Printed Science Projects: Physics, Math, Engineering and Geology Models",Thriller
423,Rock Slope Engineering: Civil and Mining,Action|Thriller
424,Fundamentals of Drilling Engineering,Drama
425,Rock Mechanics and Engineering,Drama|Romance
426,Groundwater Quantity and Quality Management,Horror|Sci-Fi|Thriller
427,Engineering Geology - Principles and Practice,Drama|Mystery|Romance|Thriller
428,Earth and Rock-Fill Dams: General Design and Construction Considerations,Drama
429,"Principles of Foundation Engineering, SI Edition",Comedy
430,"Geology: Basics for Engineers, Second Edition",Comedy|Drama
431,Practical Engineering Geology,Crime|Drama
432,Geologic Hazards: A Field Guide for Geotechnical Engineers,Adventure|Comedy|Western
433,Drilling engineering,Comedy
434,"Nuclear Geophysics: Applications in Hydrology, Hydrogeology, Engineering Geology, Agriculture and Environmental Science",Action|Adventure|Thriller
435,Fundamentals of Building Construction: Materials  and Methods,Comedy|Sci-Fi
436,"Fundamentals Of Building Construction: Materials And Methods, 7th Edition",Drama|Thriller
437,Solutions Manual for Mechanics of Materials in SI Units,Comedy
438,Materials for Civil and Construction Engineers,Action|Comedy|Drama
440,Construction Databook: Construction Materials and Equipment,Comedy|Romance
441,"Constructing Architecture: Materials, Processes, Structures",Comedy
442,Tiny houses built with recycled materials : inspiration for constructing tiny homes using salvaged and reclaimed supplies,Action|Adventure|Sci-Fi
444,Mechanics of Materials - 9th Edition + Solutions Manual,Comedy|Romance
445,"Concrete: Microstructure, Properties, and Materials",Comedy
446,"Ceramic and Glass Materials: Structure, Properties and Processing",Drama|Romance
448,"ICE Manual of Construction Materials, Volumes I and II",Drama
449,Fundamentals of Building Construction: Materials and Methods,Comedy
450,"Designing Interior Architecture: Concept, Typology, Material, Construction",Comedy|Drama
451,"Kitchen & bath products and materials : cabinetry, equipment, surfaces",Drama|Mystery|Romance
452,"Construction Materials, Methods and Techniques",Drama
453,Construction Materials Manual,Comedy|Romance
454,"Building Materials, Third Edition",Drama|Thriller
455,"Statics and Strength of Materials for Architecture and Building Construction, 4th Edition",Adventure|Children|Drama
456,Building from waste : recovered materials in architecture and construction,Crime|Drama|Thriller
457,"Modern earth buildings: Materials, engineering, constructions and applications",Thriller
458,Strength of materials,Drama|Western
459,"Mechanics of Materials, 8th Edition  ",Action|Adventure|Crime|Drama|Romance|Thriller
460,Engineering Mechanics 2: Mechanics of Materials,Comedy
461,"Mechanics of Materials, SI Edition",Drama|Romance
464,Mechanics of materials - Solution Manual,Action|Adventure|Crime|Thriller
466,"Engineering Materials 1, Third Edition: An Introduction to Properties, Applications and Design",Action|Comedy|War
467,Strength of Materials (Materials Science and Technologies Series),Comedy
468,Schaum's Outline of Strength of Materials 4th Edition,Comedy|Romance
469,Strength of Materials: A Unified Theory,Drama|Romance
470,Mechanics of materials : an integrated learning system,Comedy
471,Mechanics of materials: an introduction to the mechanics of elastic and plastic deformation of solids and structural materials,Comedy
472,"Engineering Materials 2, Third Edition: An Introduction to Microstructures, Processing and Design",Comedy|Drama
473,Strength of Materials,Comedy|War
474,"Mechanics of Materials Volume 1, Third Edition : An Introduction to the Mechanics of Elastic and Plastic Deformation of Solids and Structural Materials",Action|Thriller
475,Fundamentals and Applications of Rock Mechanics,Drama
476,Schaum's Outline of Strength of Materials,Comedy|Drama
477,Advanced Mechanics of Materials,Drama|Musical
478,Mechanics of Solids and Materials,Comedy|Crime|Drama
479,History of Strength of Materials,Action|Crime|Thriller
480,Mechanics of Materials. Instructor's and Solutions Manual,Action|Adventure|Sci-Fi|Thriller
481,Encyclopedia of Survey Research Methods (2 Volume Set),Drama|Thriller
482,"Questionnaire Design: How to Plan, Structure and Write Survey Material for Effective Market Research ",Crime|Drama|Thriller
484,"Old Testament Survey: The Message, Form, and Background of the Old Testament, 2nd Edition",Adventure|Children
485,Ancient Israelite Literature in Its Cultural Context: A Survey of Parallels Between Biblical and Ancient Near Eastern Texts ,Action|Adventure|Comedy|Fantasy
486,The Wonder That Was India: A Survey of the Culture of the Indian Sub-Continent Before the Coming of the Muslims,Comedy
487,Key Themes of the Old Testament: A Survey of Major Theological Themes,Comedy|Western
488,Survey Research Methods,Drama|Romance
489,A Survey of the Old Testament,Comedy
490,"Design, Evaluation, and Analysis of Questionnaires for Survey Research",Thriller
491,"Datums and Map Projections: For Remote Sensing, GIS and Surveying",Drama
492,"Introducing the New Testament: A Historical, Literary, and Theological Survey",Comedy|Mystery
493,Designing and Conducting Survey Research: A Comprehensive Guide,Action|Crime|Drama
494,"The Wiley handbook of psychometric testing : a multidisciplinary reference on survey, scale, and test development",Action|Adventure|Thriller
495,Encountering the New Testament : a historical and theological survey,Drama
496,"The Encyclopedia of Eastern Philosophy and Religion: Buddhism, Hinduism, Taoism, Zen — A Complete Survey of the Teachers, Traditions, and Literature of Asian Wisdom",Comedy|Drama|Romance|Thriller
497,The message of the Prophets : a survey of the prophetic and apocalyptic books of the Old Testament,Comedy|Romance
499,Surveying for Engineers,Comedy|Romance
500,Encountering the Old Testament: A Christian Survey,Comedy|Drama
501,Atmospheric Science: An Introductory Survey,Drama
502,Nationalism and modernism: a critical survey of recent theories of nations and nationalism,Action|Children|Romance
504,Excel for Scientists and Engineers - Numerical Methods,Action|Drama|Sci-Fi
505,"Numerical Algorithms: Methods for Computer Vision, Machine Learning, and Graphics",Comedy
506,Numerical Methods for Solving Partial Differential Equations: A Comprehensive Introduction for Scientists and Engineers,Drama|Fantasy|Romance
507,An Introduction to MATLAB Programming and Numerical Methods for Engineers,Crime|Drama|Thriller
508,Applied Numerical Methods with MATLAB for Engineers and Scientists,Drama
509,Numerical Methods in Engineering with Python,Drama|Romance
510,Numerical Methods,Drama
511,Numerical Methods for Engineers and Scientists Using MATLAB®,Action|Drama
512,A Student’s Guide to Numerical Methods,Horror|Sci-Fi
513,Numerical Methods for Engineers (7th edition),Comedy|Mystery|Romance
514,The finite element method in engineering,Comedy
515,Numerical Methods for Ordinary Differential Equations,Drama|Romance
516,Numerical Methods in Engineering With Python,Comedy|Drama
517,Introductory methods of numerical analysis,Action|Drama|Mystery
518,An Introduction to Numerical Methods and Analysis,Comedy
519,Numerical methods: problems and solutions,Action|Crime|Drama|Sci-Fi|Thriller
520,Numerical Methods in Engineering with Python 3,Comedy
521,Numerical Solution of Differential Equations: Introduction to Finite Difference and Finite Element Methods,Crime|Thriller
522,Numerical Solutions Of Partial Differential Equations By The Finite Element Method,Action|Drama
523,Numerical Methods for Partial Differential Equations. Finite Difference and Finite Volume Methods,Drama
524,"The Interior Design Course - Principles, Practices and Techniques for the Aspiring Designer",Drama
526,Geotechnical Engineering: Principles and Practices of Soil Mechanics and Foundation Engineering (Civil and Environmental Engineering),Drama
527,Practical Crime Scene Analysis and Reconstruction (CRC Series in Practical Aspects of Criminal and Forensic Investigations),Drama|War
528,Norris - Deconstruction -Theory and Practice,Comedy|Drama
529,Constructing Questions for Interviews and Questionnaires: Theory and Practice in Social Research,Drama
531,Fans and Ventilation: A practical guide,Children|Drama
532,Professional Practice for Interior Designers (5th Edition),Comedy|Crime|Horror
533,"Indoor Air Quality Guide - Best Practices for Design, Construction, and Commissioning",Action|Adventure|Fantasy|Mystery
534,"Value Engineering: Practical Applications...for Design, Construction, Maintenance and Operations (RSMeans)",Drama|Romance
535,Steel Structures - Design and Practice,Drama
536,Theory Construction and Model-Building Skills: A Practical Guide for Social Scientists,Drama
537,Deep Excavation: Theory and Practice,Drama
538,Theory and Practice of Pile Foundations,Drama
539,"Construction Supervision QC + HSE Management in Practice: Quality Control, OHS, and Environmental Performance Reference Guide",Comedy|Drama|Romance
540,Practical Straw Bale Building,Thriller
541,Precast Prestressed Concrete Parking Structures: Recommended Practice for Design and Construction,Action|Sci-Fi|Thriller
542,Compiler Construction: Principles and Practice,Comedy|Drama|Romance
543,"Tensile surface structures a practical guide to cable and membrane construction; materials, design, assembly and erection",Comedy|Romance|Thriller
544,"Planting Wetlands and Dams: A Practical Guide to Wetland Design, Construction and Propagation, Second Edition",Action|Crime
546,Social Constructionism: Sources and Stirrings in Theory and Practice,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,Applied mathematics in hydraulic engineering : an introduction to nonlinear differential equations,Action|Adventure|Thriller
548,Handbook of applied hydraulics,Action|Mystery|Thriller
549,Applied mathematics in hydraulic engineering: an introduction to nonlinear differential equations,Drama|Musical
550,Data Structure and Algorithmic Thinking with Python  Data Structure and Algorithmic Puzzles,Comedy|Romance
551,Deep Learning for Computer Vision with Python,Animation|Children|Fantasy|Musical
552,"Algorithms, 4th Edition: Essential Information about Algorithms and Data Structures",Action|Adventure|Comedy|Romance
553,Data Science For Dummies,Action|Drama|Western
555,Analytics in a Big Data World: The Essential Guide to Data Science and its Applications,Crime|Thriller
556,Serious Cryptography: A Practical Introduction to Modern Encryption,Documentary
558,Data Structures and Algorithms in C++,Action|Adventure|Animation|Children|Fantasy
562,"Coding Theory - Algorithms, Architectures, and Applications",Comedy|Drama
563,"Python Deep Learning: Exploring deep learning techniques, neural network architectures and GANs with PyTorch, Keras and TensorFlow",Drama|Romance
564,Clean Architecture: A Craftsman’s Guide to Software Structure and Design,Comedy
567,"Internet of Things: Architectures, Protocols and Standards",Comedy|Drama
568,"Computer Architecture, Sixth Edition: A Quantitative Approach",Comedy|Drama
569,Computer Systems: A Programmer's Perspective,Comedy|Drama
573,Practical C++ Design: From Programming to Architecture,Drama
574,Semantic Software Design: A New Theory and Practical Guide for Modern Architects,Comedy|Drama
575,Practical Microservices Architectural Patterns - Event-Based Java Microservices with Spring Boot and Spring Cloud,Children|Comedy
577,"Database Systems  Design, Implementation, & Management",Adventure|Children|Drama
